id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30,pos_31,pos_32,pos_33,pos_34,pos_35,beauty_score,vocabulory_score,maturity_score,bag_of_words_score
21,1,8,20,367,44.795640327,21,127,74,32,2,1,4.4795640327,2.27939015562,18,8,3,18.35,9.51984768786,11,28,0,44,8,15,0,0,0,0,1,0,4,0,18,3,0,54,27,10,0,26,7,37,1,0,3,9,14,19,3,1,1,0,1,7.08882877416,137,5.53372262774,12.8030873185
22,1,3,3,56,46.25,2,28,7,2,0,0,4.625,1.83464140663,2,2,2,18.6666666667,13.2999582288,3,7,0,8,0,2,0,0,0,0,0,0,1,0,3,0,0,13,6,4,0,0,4,0,0,0,0,1,1,2,0,0,0,0,0,0.532251963956,27,5.34296296296,2.96282075639
23,1,10,29,521,43.877159309,36,207,99,19,0,0,4.3877159309,2.10479369625,21,8,6,17.9655172414,11.0093463698,30,44,3,77,15,18,0,0,1,0,5,0,1,0,14,8,0,66,48,34,0,45,9,21,4,0,3,10,5,33,9,1,3,0,1,8.31073156202,202,5.22405940594,9.2997456109
24,1,11,30,559,45.313059034,47,227,110,34,13,0,4.5313059034,2.30209587641,21,14,7,18.6333333333,11.3797578572,18,42,1,72,23,20,0,0,1,0,3,0,3,0,33,6,0,98,43,29,1,44,9,35,0,0,6,5,4,23,15,1,1,1,1,11.930982339,216,5.58712962963,13.1488814647
25,1,8,17,293,45.9726962457,10,131,64,13,6,0,4.59726962457,2.32060293867,16,8,0,17.2352941176,5.78567614397,14,28,0,33,10,15,0,0,0,0,1,0,3,0,17,0,0,54,22,7,0,14,8,8,0,0,0,4,3,16,10,1,0,0,5,4.57430174079,116,5.83724137931,12.0896692942
26,1,9,14,360,43.75,26,142,66,11,5,0,4.375,2.16735400854,10,7,5,25.7857142857,22.0168071236,22,22,1,43,10,11,0,0,2,0,2,0,1,0,13,3,0,54,36,24,0,32,6,15,2,0,7,4,3,19,12,1,1,0,3,6.21316655113,129,5.52511627907,10.5755143182
27,1,4,8,120,42.5833333333,13,40,17,8,3,0,4.25833333333,2.1673506785,6,1,1,15.0,8.87411967465,6,7,3,16,6,2,0,0,0,0,0,0,1,0,4,1,0,13,18,5,0,10,1,7,0,0,0,0,2,7,7,0,0,0,1,2.00055984631,36,4.955,2.78992368327
28,1,9,28,360,45.5277777778,16,143,71,25,4,2,4.55277777778,2.22857938576,16,5,2,12.8928571429,7.0119249737,15,20,0,55,10,9,0,0,0,0,0,0,1,0,22,2,0,56,40,9,0,24,10,18,2,0,2,13,5,21,4,0,1,0,0,4.92606548549,151,5.44569536424,6.50982192763
29,1,9,21,372,43.7634408602,27,146,62,23,5,1,4.37634408602,2.30393535818,15,7,3,17.7142857143,10.6240645847,15,28,1,52,5,16,0,0,1,0,3,0,0,0,31,0,0,42,37,10,0,32,11,22,1,0,0,8,2,31,10,2,1,0,1,5.92361491096,136,5.50676470588,2.57336714648
30,1,8,16,257,44.1634241245,5,88,47,19,2,1,4.41634241245,2.27456328386,13,6,1,16.0625,6.74971064195,11,9,0,23,6,17,0,0,0,0,0,0,2,0,9,7,0,32,28,5,0,21,4,15,3,0,0,4,6,26,6,3,1,0,3,4.23543942395,117,5.11034188034,5.57984736654
31,1,10,28,472,43.0296610169,30,153,84,31,10,2,4.30296610169,2.31659564607,21,13,4,16.8571428571,8.08311417053,21,31,0,60,10,8,0,0,2,0,7,0,0,0,22,8,0,73,31,24,0,50,17,39,0,0,7,10,5,29,14,1,1,0,5,12.997108202,186,5.51231182796,0
32,1,10,30,492,44.3089430894,33,188,89,33,9,4,4.43089430894,2.28724008863,22,8,4,16.4,7.17681452085,25,30,0,55,9,19,0,0,1,0,5,0,1,0,19,1,0,63,45,36,0,42,12,39,1,0,6,17,3,39,8,0,2,0,6,8.0882254738,184,5.53951086957,14.1006857576
33,1,6,13,167,43.5329341317,11,64,26,8,3,2,4.35329341317,2.24165882079,6,3,2,12.8461538462,7.70460555418,7,13,0,21,3,5,0,1,0,0,0,0,0,0,12,1,0,29,22,10,0,6,4,6,1,1,0,4,2,8,4,2,0,0,0,2.89309490677,67,5.78701492537,0
34,1,8,26,362,40.4143646409,22,108,58,13,2,0,4.04143646409,2.12515500692,17,8,2,13.9230769231,6.94994785217,16,42,0,36,12,10,0,0,0,0,1,0,3,0,16,0,0,67,32,7,0,27,2,21,0,1,1,4,1,23,14,1,0,0,3,8.24953476701,145,5.51144827586,6.50982192763
35,1,9,30,413,43.7046004843,13,164,65,25,8,1,4.37046004843,2.27177682299,16,8,4,13.7666666667,8.1473240324,9,36,1,41,13,17,0,0,0,0,1,0,2,0,34,4,0,46,38,8,0,44,2,14,0,0,3,4,3,41,5,1,4,0,10,6.48453965771,175,5.49805714286,15.3764544649
36,1,10,17,542,43.8745387454,34,200,85,35,12,5,4.38745387454,2.29224953332,17,13,9,31.8823529412,15.6689364966,17,37,0,81,9,14,0,0,4,0,6,0,3,0,38,8,0,50,44,57,0,42,20,29,1,0,3,23,3,34,16,1,3,0,7,10.293740639,193,5.64093264249,0
37,1,12,28,488,43.0327868852,33,188,83,25,8,2,4.30327868852,2.22968343077,24,10,4,17.4285714286,9.00170051962,18,38,0,60,15,16,0,1,0,0,2,0,2,0,32,1,0,78,39,12,1,35,18,25,0,0,10,12,5,29,10,3,0,0,5,10.9808417382,186,5.55865591398,11.4836591475
38,1,8,18,352,42.3011363636,12,109,67,21,7,2,4.23011363636,2.38009360553,16,13,2,19.5555555556,8.97045906308,8,34,0,45,12,17,0,0,0,0,4,0,1,0,18,2,0,56,20,6,0,27,10,17,0,0,3,8,3,16,11,2,0,0,2,8.84696591333,116,5.85810344828,9.2997456109
39,1,10,22,445,42.8764044944,19,162,67,17,6,2,4.28764044944,2.14727043497,13,7,5,20.2272727273,16.8871436257,27,39,0,57,5,15,0,1,0,0,3,0,2,0,20,6,0,88,30,15,0,26,14,20,2,0,3,16,2,17,10,0,2,0,6,8.98593748362,168,5.40541666667,8.36977104981
40,1,7,17,190,42.4210526316,10,64,33,14,3,0,4.24210526316,2.38919875203,8,1,1,11.2352941176,6.27346805077,5,20,0,22,2,11,0,0,2,0,0,0,0,0,9,0,0,40,10,12,0,14,7,0,0,0,2,2,2,18,5,0,0,0,4,4.70844369141,62,6.00741935484,7.05034287881
41,1,2,4,41,43.1707317073,0,14,7,4,0,0,4.31707317073,2.25209929166,2,0,0,10.25,6.86931583202,1,4,0,5,1,4,0,0,0,0,0,0,0,0,1,0,0,3,8,0,0,2,1,2,0,0,0,0,0,4,1,0,0,0,0,1.33283734587,15,4.49133333333,4.4551460005
42,1,8,15,282,41.8085106383,20,96,37,7,1,0,4.18085106383,1.89001553002,12,8,6,18.8,9.34665715644,13,21,0,38,7,6,0,0,0,0,1,0,1,0,14,0,0,30,29,6,0,23,15,21,4,0,0,3,2,26,3,0,4,0,0,4.14543335286,107,5.33710280374,11.8731127574
43,1,6,9,140,44.4285714286,6,51,29,10,2,0,4.44285714286,2.22565624813,7,3,1,15.5555555556,7.83313632534,6,15,0,16,5,5,0,0,0,0,2,0,0,0,4,0,0,26,12,2,0,11,4,7,0,0,0,4,0,8,5,0,0,0,2,1.83215855968,49,5.58469387755,3.71989824436
44,1,8,29,313,40.8626198083,14,104,39,4,0,0,4.08626198083,1.93041689276,14,1,0,10.7931034483,4.13879301367,4,31,0,50,2,14,0,0,0,0,1,0,2,0,6,0,0,53,31,18,0,13,6,27,0,0,13,6,8,18,1,3,0,0,0,5.60057639812,102,5.34215686275,19.5294657829
45,1,8,18,322,41.6149068323,23,108,44,8,1,0,4.16149068323,1.89736863571,16,8,3,17.8888888889,8.608063977,22,28,0,51,5,1,0,0,0,0,1,0,0,0,16,0,0,61,22,18,0,23,9,23,2,0,1,8,2,21,3,0,1,0,4,6.13057197864,114,5.56464912281,10.229720172
46,1,8,12,298,43.6912751678,10,115,53,19,9,0,4.36912751678,2.37650960221,10,6,4,24.8333333333,18.4111982832,8,16,0,35,6,11,0,0,5,0,1,0,0,0,13,5,0,55,7,6,0,45,4,6,2,0,1,1,11,18,26,2,2,0,5,5.66926428394,119,5.33092436975,8.36977104981
47,1,8,17,314,41.4331210191,21,105,51,14,1,0,4.14331210191,2.08949216159,13,8,2,18.4705882353,10.8200122163,13,31,1,43,5,11,0,0,1,0,2,0,4,0,16,1,0,62,25,2,0,15,6,22,0,1,3,4,5,12,8,4,1,0,1,6.31897923103,115,5.774,9.2997456109
48,1,11,29,544,40.9007352941,27,193,65,16,4,0,4.09007352941,1.99011664662,20,15,7,18.7586206897,10.7820258234,16,52,5,80,21,19,0,0,1,0,4,0,9,0,22,3,0,95,22,11,0,41,16,37,5,0,4,18,4,26,7,0,1,0,7,10.7098826267,205,5.24824390244,9.2997456109
49,1,6,26,315,46.126984127,6,120,61,33,10,0,4.6126984127,2.44346861525,17,2,0,12.1153846154,4.20921080742,7,17,1,48,10,13,0,0,0,0,2,0,2,0,20,1,0,31,48,1,0,28,3,18,2,2,1,1,3,21,7,2,3,0,3,4.11122405087,126,5.60873015873,13.3436082697
50,1,5,4,83,46.5060240964,6,35,18,5,2,0,4.65060240964,2.2220279407,3,2,2,20.75,11.2333209693,3,6,0,12,5,3,0,0,0,0,2,0,0,0,3,0,0,12,9,0,0,3,0,9,2,0,0,0,0,4,1,0,0,0,0,0.839221446339,36,5.79527777778,2.78992368327
51,1,9,15,571,38.3187390543,25,140,56,14,2,1,3.83187390543,1.77203416412,12,11,10,38.0666666667,23.4647726508,39,46,3,68,16,19,0,0,2,0,8,0,2,0,28,3,0,64,21,14,0,79,5,38,1,0,10,8,5,39,18,3,2,0,5,10.185932659,211,5.16123222749,0
52,1,7,16,241,44.0248962656,17,96,43,18,4,0,4.40248962656,2.24903544716,12,6,1,15.0625,7.53714758712,6,21,2,21,7,12,0,0,0,0,2,0,0,0,20,0,0,34,26,6,0,19,5,11,0,0,1,6,1,15,8,1,2,0,2,4.68722247233,90,5.84777777778,8.36977104981
53,1,8,28,424,40.7547169811,15,122,61,15,5,1,4.07547169811,2.08199810015,24,6,2,15.1428571429,7.3616491054,12,37,0,60,15,13,0,0,0,0,3,0,0,0,8,4,0,52,33,8,0,45,12,32,1,0,6,8,8,31,11,3,0,0,3,12.2231265699,158,5.33158227848,18.1882078801
54,1,10,33,415,43.5903614458,27,155,81,19,4,0,4.35903614458,2.23039153777,19,6,1,12.5757575758,8.60947435495,16,41,3,49,7,2,0,0,0,0,4,0,1,0,20,0,0,84,28,11,0,34,11,32,0,0,6,11,2,24,17,0,1,0,3,6.95623588514,144,5.62840277778,8.36977104981
55,1,8,11,237,46.5400843882,11,98,52,16,5,1,4.65400843882,2.37003601845,9,6,5,21.6363636364,11.7262155972,8,13,5,38,11,4,0,0,1,0,1,0,1,0,16,0,0,27,22,5,0,18,3,23,0,0,0,0,1,15,8,1,1,0,1,3.51760168968,99,5.74333333333,6.50982192763
56,1,10,23,469,50.5543710021,14,214,143,70,22,6,5.05543710021,2.83241260884,19,11,5,20.3913043478,12.6791137066,21,48,0,62,7,20,0,0,0,0,2,0,0,0,31,1,0,80,53,6,0,16,9,18,0,1,2,15,16,20,10,4,3,0,1,7.29599636013,171,6.6665497076,11.1596947331
57,1,9,23,291,47.8006872852,16,132,80,27,1,0,4.78006872852,2.436733539,13,3,1,12.652173913,6.36299557327,13,28,0,32,8,10,0,0,2,0,2,0,2,0,22,2,0,44,34,12,0,3,5,10,1,1,4,7,10,14,12,0,0,0,2,4.0233778237,113,6.32504424779,8.34794131797
58,1,7,15,197,43.1979695431,10,67,36,13,0,0,4.31979695431,2.20950265883,9,3,1,13.1333333333,6.85921926234,9,12,0,20,6,10,0,0,0,0,0,0,1,0,7,5,0,25,15,6,0,20,7,13,1,0,2,6,0,15,5,0,2,0,3,3.46539821117,62,5.34612903226,12.4354634404
59,1,8,23,442,44.7963800905,31,181,83,22,5,0,4.47963800905,2.17505792249,17,10,7,19.2608695652,11.2567560054,16,41,1,64,11,18,0,0,0,0,3,0,0,0,31,0,0,67,38,20,0,32,7,21,1,0,3,9,1,29,7,1,3,0,2,6.29104946134,172,5.5198255814,13.8841292208
60,1,4,7,68,48.6764705882,4,32,16,6,3,0,4.86764705882,2.4671236002,3,0,0,9.71428571429,4.65109159889,3,5,0,9,2,0,0,1,0,0,0,0,0,0,7,0,0,12,9,2,0,6,0,1,0,0,0,0,0,6,2,0,0,0,0,0.833516845169,28,6.07678571429,5.75274443965
61,1,8,23,301,44.6843853821,5,115,62,13,1,0,4.46843853821,2.12049535574,15,7,0,13.0869565217,6.82013032821,13,18,1,41,5,13,0,0,1,0,0,0,3,0,11,3,0,48,22,8,0,11,14,20,0,0,1,17,1,18,8,0,1,0,1,4.58658212744,125,5.43664,12.0678395623
62,1,8,15,283,41.9787985866,17,97,41,22,2,0,4.19787985866,2.15113257973,14,9,3,18.8666666667,8.02385332756,16,24,0,18,7,10,0,0,0,0,0,0,2,0,23,0,0,38,32,7,0,28,3,7,0,0,6,5,3,18,4,0,5,0,3,6.86766265644,89,5.10494382022,16.8906094409
63,1,8,18,290,43.7586206897,11,97,47,25,9,1,4.37586206897,2.31142119472,13,6,3,16.1111111111,8.51723017633,11,24,1,33,22,8,0,2,0,0,1,0,2,0,13,0,0,31,28,8,0,33,4,10,1,0,1,0,1,18,3,2,1,0,3,3.79871545603,126,5.44833333333,7.43979648872
64,1,7,7,217,40.6451612903,11,64,32,13,0,0,4.06451612903,2.01969099923,6,3,3,31.0,26.6458251889,18,16,0,25,9,7,0,1,1,0,1,0,1,0,4,0,0,30,21,9,0,21,3,9,1,0,1,5,0,11,7,0,0,0,8,4.56409286894,79,4.99708860759,9.2997456109
65,1,9,25,414,44.4202898551,29,136,77,27,7,2,4.44202898551,2.24099418856,20,9,4,16.56,7.00902275642,17,36,0,50,12,13,0,0,0,0,6,0,5,0,17,0,0,52,28,11,0,43,7,38,2,1,5,19,4,18,13,0,1,0,1,4.67748079002,170,5.23005882353,9.2997456109
66,1,9,23,371,45.8221024259,13,152,77,33,9,3,4.58221024259,2.43079488034,19,7,1,16.1304347826,6.44916137336,22,22,1,36,14,18,0,0,0,0,1,0,1,0,17,3,0,43,39,4,0,30,7,32,0,0,7,17,1,7,12,1,1,0,1,6.45523364863,137,5.61781021898,2.94099102455
67,1,8,19,293,44.3686006826,12,112,57,18,11,2,4.43686006826,2.42142400596,10,6,3,15.4210526316,9.85321635691,8,18,0,35,5,13,0,0,1,0,0,0,3,0,18,0,0,63,17,5,0,28,2,19,0,0,2,3,0,15,16,2,1,0,3,9.24187031468,118,5.41559322034,10.229720172
68,1,9,34,390,45.1025641026,20,154,76,27,4,0,4.51025641026,2.22711669593,19,4,0,11.5,5.39743948008,18,33,2,39,10,14,0,0,1,0,0,0,1,0,22,2,0,47,44,8,0,22,11,34,1,0,1,10,8,22,18,2,0,0,1,5.87286142881,152,6.05835526316,9.45081295218
69,1,7,19,241,40.4979253112,6,74,31,10,3,3,4.04979253112,2.17313376796,12,5,1,12.6842105263,8.34803873329,9,15,0,32,9,11,0,0,1,0,2,0,1,0,11,1,0,34,21,4,0,16,8,17,1,0,0,7,1,15,8,0,2,0,4,5.16252479661,97,5.38886597938,1.83811939034
70,1,12,26,422,47.9857819905,36,192,107,45,15,7,4.79857819905,2.67915288971,19,10,2,16.2307692308,10.0510531109,10,39,3,53,12,17,0,1,0,0,4,0,1,0,29,1,0,75,27,41,0,22,14,30,1,0,1,5,2,18,10,0,1,0,3,7.98599001288,147,5.83088435374,7.43979648872
71,1,10,21,443,43.1151241535,23,176,65,24,3,0,4.31151241535,2.03199035714,17,9,6,21.0952380952,12.0747858579,14,41,0,65,13,21,0,0,0,0,3,0,3,0,12,3,0,54,56,17,0,31,9,19,0,0,4,4,10,26,7,1,3,0,4,10.9238851729,179,5.08117318436,18.1663781482
72,1,10,26,527,49.5445920304,25,245,150,64,10,1,4.95445920304,2.46068208297,24,15,6,20.2692307692,9.07472267984,30,32,2,70,13,16,0,0,1,0,10,0,1,0,43,5,0,59,64,12,1,24,4,25,5,0,7,17,16,36,13,4,1,0,2,6.81909998764,203,5.97960591133,12.0896692942
73,1,8,21,386,43.9378238342,45,151,67,22,5,2,4.39378238342,2.23905422852,15,10,4,18.380952381,11.2946518759,12,46,0,64,7,7,0,0,0,0,4,0,1,0,18,0,0,65,16,43,0,18,7,33,1,0,6,7,5,13,17,2,5,0,1,5.51774842644,107,5.2991588785,11.1596947331
74,1,7,26,297,43.67003367,7,112,38,16,0,0,4.367003367,1.87533477462,14,3,0,11.4615384615,5.94998881208,9,19,0,32,7,7,0,0,0,0,0,0,1,0,12,1,0,47,38,4,0,22,5,26,1,0,1,5,1,26,9,1,3,0,1,3.74829294705,146,5.01431506849,11.3107620744
75,1,8,22,348,47.7011494253,7,153,78,29,5,3,4.77011494253,2.42680111989,18,6,2,15.8181818182,6.2204674162,15,32,2,40,11,8,0,0,0,0,0,0,5,0,27,11,0,63,38,5,0,6,2,13,4,0,3,11,14,9,7,0,0,0,2,7.48645933326,132,5.74242424242,3.67623878069
76,1,8,17,298,47.4832214765,41,138,66,22,13,1,4.74832214765,2.53336267997,12,7,4,17.5294117647,10.8525824905,12,24,0,32,7,9,0,0,0,0,3,0,0,0,14,1,0,49,16,26,0,21,1,26,1,0,11,7,3,10,14,0,3,0,1,5.2191016843,99,5.41898989899,9.45081295218
77,1,10,46,522,45.9770114943,40,191,102,56,18,0,4.59770114943,2.40421783937,24,4,0,11.347826087,4.43414317641,13,33,2,51,13,17,0,0,3,0,3,0,3,0,30,1,0,80,56,24,0,44,9,34,1,1,11,3,18,44,12,1,1,0,4,7.16083311166,206,5.10368932039,16.7395420996
78,1,10,24,420,44.119047619,26,160,76,15,2,0,4.4119047619,2.01884940659,19,8,5,17.5,9.62202334924,15,24,0,53,17,14,0,0,0,0,1,0,3,0,18,1,0,85,24,23,0,31,7,33,0,0,1,13,1,18,12,1,0,0,0,6.33950311015,169,5.19692307692,13.9496184163
79,1,10,19,381,41.9160104987,12,128,61,21,1,1,4.19160104987,2.13308099592,14,8,4,20.0526315789,13.8468072862,18,37,0,56,9,15,0,0,0,0,1,0,0,0,14,0,0,57,36,14,0,25,9,20,0,0,14,7,9,10,8,3,0,0,2,5.91205287784,117,5.28521367521,17.820584002
80,1,8,21,408,45.8333333333,46,167,89,20,5,1,4.58333333333,2.19400941513,19,12,4,19.4285714286,9.95500079439,21,28,0,43,6,12,0,0,0,0,1,0,3,0,26,11,0,61,48,23,0,16,3,34,0,0,7,18,4,23,6,1,2,0,0,14.4394379163,137,5.40510948905,11.3107620744
81,1,8,18,363,41.6804407713,25,120,58,13,3,1,4.16804407713,2.14961728014,14,12,6,20.2222222222,10.3094107793,16,31,0,39,10,14,0,0,0,0,1,0,1,0,17,3,0,71,16,7,0,30,12,10,0,0,3,13,0,25,14,0,7,0,5,7.31329763755,148,5.73189189189,0
82,1,8,23,281,47.615658363,16,118,77,27,10,3,4.7615658363,2.62067665133,14,3,0,12.2173913043,5.31573972716,7,24,1,40,10,7,0,0,2,0,5,0,2,0,15,0,0,47,28,4,0,23,2,14,1,0,3,7,1,17,7,1,2,0,0,5.21743240402,101,5.96861386139,10.229720172
83,1,7,10,208,41.5865384615,11,66,34,12,5,1,4.15865384615,2.31959144233,9,6,3,20.8,9.9679486355,14,23,0,15,7,7,0,0,0,0,1,0,0,0,10,1,0,33,6,3,0,24,2,11,1,0,3,4,3,14,8,0,0,0,5,4.40365256992,73,5.1801369863,4.64987280545
84,1,6,12,202,38.7128712871,15,57,17,4,0,0,3.87128712871,1.72002178823,9,4,4,16.8333333333,11.3492535242,7,13,2,20,11,5,0,0,0,0,1,0,4,0,6,0,0,25,10,8,0,39,1,8,0,0,1,3,0,11,4,1,5,0,3,4.46286730875,76,4.71144736842,7.43979648872
85,1,10,29,543,44.3278084715,29,208,102,28,4,0,4.43278084715,2.1662015069,26,12,7,18.724137931,9.03593039205,18,57,3,67,12,11,0,0,0,0,2,0,4,0,37,3,0,67,42,8,0,49,9,38,1,0,4,16,6,49,14,0,5,0,14,8.8994508966,204,5.50681372549,21.3894149051
86,1,8,28,419,48.9021479714,23,195,102,52,20,5,4.89021479714,2.70784341912,20,7,3,14.9642857143,7.03807067139,12,36,0,56,4,16,0,0,0,0,2,0,2,0,33,3,0,78,67,13,0,8,5,12,2,1,5,5,10,26,9,1,1,0,2,7.83631371453,154,6.07467532468,20.0263272704
87,1,10,35,414,44.2512077295,38,164,65,29,11,3,4.42512077295,2.34607432861,21,4,0,11.8285714286,5.75443041384,24,22,1,60,6,2,0,0,4,0,11,0,2,0,25,1,0,57,29,23,0,38,15,36,0,0,15,9,7,20,16,0,1,0,2,8.23153147427,140,5.76214285714,0
