id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30,pos_31,pos_32,pos_33,pos_34,pos_35,beauty_score,vocabulory_score,maturity_score,bag_of_words_score
11838,5,1,12,199,42.5125628141,2,74,23,6,2,0,4.25125628141,1.90087325218,8,3,2,16.5833333333,11.294971841,7,23,0,25,5,1,0,0,0,0,0,0,0,0,7,0,0,22,12,0,0,25,5,8,0,0,2,4,2,10,11,0,4,0,1,3.32770286447,96,5.2634375,0
11839,5,1,5,79,40.8860759494,5,27,9,3,0,0,4.08860759494,1.94270412529,4,2,1,15.8,9.19565114606,5,9,1,14,0,1,0,0,0,0,0,0,0,0,2,1,0,13,3,8,0,3,3,5,0,0,3,0,0,1,5,0,0,0,2,1.65393226667,28,6.11535714286,3.2414961035
11840,5,0,6,92,40.1086956522,7,25,13,3,0,0,4.01086956522,1.93006613345,3,2,2,15.3333333333,8.29993306533,2,11,0,11,0,2,0,0,1,0,3,0,3,0,3,0,0,23,0,3,0,7,3,1,0,0,8,3,0,1,2,0,0,0,4,2.37428319741,34,5.47352941176,0.26869281647
11841,5,1,8,103,43.8834951456,0,45,17,6,0,0,4.38834951456,2.12931458045,6,1,0,12.875,5.68853012649,6,9,0,15,1,2,0,0,0,0,0,0,0,0,12,0,0,19,2,0,0,10,3,3,0,0,8,3,0,4,2,0,0,0,2,2.26346291007,46,5.50456521739,0
11842,5,2,4,143,41.1188811189,5,43,17,2,1,0,4.11188811189,1.75669702513,3,3,3,35.75,23.7104934575,9,14,0,21,3,1,0,0,0,0,0,0,2,0,8,0,0,21,3,2,0,15,5,10,0,0,5,5,3,1,11,0,1,0,2,1.86861866078,54,5.20907407407,0.403039224706
11843,5,3,17,156,45.0641025641,9,65,23,9,2,0,4.50641025641,2.04938006322,7,1,1,9.35294117647,7.36399169625,7,22,0,16,1,5,0,0,1,0,0,0,0,0,10,0,0,24,10,6,0,14,10,9,0,0,6,2,2,2,12,0,2,0,2,1.70599357913,61,5.52114754098,0.537385632941
11844,5,3,7,158,43.6708860759,3,65,21,5,1,1,4.36708860759,2.03896573751,4,3,3,22.5714285714,19.0327322778,4,26,1,17,1,3,0,0,0,0,3,0,0,0,5,2,0,29,11,2,0,7,5,9,1,0,9,1,1,6,8,1,1,0,4,3.19283796723,77,5.49922077922,0.403039224706
11845,5,2,11,131,43.358778626,12,48,24,6,1,1,4.3358778626,2.16123428774,6,4,0,11.9090909091,8.39322828188,3,15,0,15,2,4,0,0,1,0,0,0,0,0,10,0,0,18,8,3,0,14,4,7,0,0,6,3,1,5,6,0,1,0,2,2.98016427146,46,5.05152173913,0.537385632941
11846,5,2,6,113,43.7168141593,3,42,16,6,2,1,4.37168141593,2.87909549991,5,4,1,18.8333333333,9.09975579648,8,12,0,14,0,3,0,0,0,0,0,0,1,0,6,0,0,24,10,0,0,9,4,2,0,0,3,2,2,2,8,0,0,0,2,2.25372458468,41,5.51902439024,3.96373771603
11847,5,3,10,186,44.247311828,1,73,31,8,1,0,4.4247311828,2.07096561439,9,6,2,18.6,7.72269383052,7,27,1,25,2,4,0,0,1,0,0,0,0,0,14,0,0,31,9,3,0,8,8,11,0,0,10,4,4,4,8,1,1,0,1,5.29974347354,76,5.90513157895,0.671732041176
11848,5,3,9,177,41.9774011299,5,58,24,10,0,0,4.19774011299,2.02832092455,7,5,2,19.6666666667,11.4503760249,11,20,0,23,2,5,0,0,1,0,0,0,3,0,14,0,0,27,6,2,1,16,4,10,0,0,16,2,3,1,1,0,1,0,3,4.58232919691,71,6.12366197183,3.96373771603
11849,5,2,8,130,43.6153846154,3,45,24,9,3,0,4.36153846154,2.3294669389,7,3,1,16.25,7.70957197255,4,24,0,16,0,3,0,0,1,0,1,0,0,0,6,1,0,32,6,3,0,2,4,5,2,0,7,0,2,1,8,1,0,0,0,3.13228305669,42,5.60238095238,0
11850,5,4,14,190,45.4210526316,9,76,37,13,3,0,4.54210526316,2.30155590103,9,2,2,13.5714285714,8.5332482989,8,25,0,25,1,3,0,0,2,0,1,0,0,0,14,1,0,32,10,9,0,12,6,10,0,0,9,2,3,1,14,1,0,0,1,2.68192492397,69,5.97289855072,0
11851,5,2,7,106,42.0754716981,3,34,14,6,1,1,4.20754716981,2.15015827161,5,4,0,15.1428571429,7.49149177264,5,12,0,12,2,1,0,0,0,0,1,0,0,0,7,0,0,16,3,3,0,6,4,11,1,0,9,0,4,0,4,1,1,0,4,2.29651119014,42,5.58,3.37584251173
11852,5,2,9,122,44.1803278689,6,50,21,4,0,0,4.41803278689,1.95334070242,7,2,0,13.5555555556,5.83306877707,6,6,0,16,3,5,0,0,1,0,0,0,3,0,10,0,0,16,11,5,0,5,10,8,0,0,9,2,1,0,1,0,0,0,0,2.12834931706,57,4.85087719298,0
11853,5,2,6,84,48.2142857143,4,40,23,6,2,0,4.82142857143,2.53724409018,5,1,0,14.0,6.53197264742,3,13,0,8,0,3,0,0,0,0,0,0,1,0,14,0,0,16,3,2,0,2,2,4,0,0,8,0,0,0,1,0,0,0,2,1.3183900292,33,6.12272727273,0
11854,5,1,5,49,43.2653061224,6,16,9,0,0,0,4.32653061224,1.8415092893,2,1,0,9.8,8.20731381147,3,2,0,7,1,0,0,0,2,0,0,0,0,0,4,0,0,8,0,4,0,4,3,1,1,0,10,0,2,0,0,0,0,0,0,0.623561775143,15,5.42066666667,3.2414961035
11855,5,2,8,149,44.6308724832,9,56,25,15,3,0,4.46308724832,2.30605398876,7,5,2,18.625,10.5467708328,10,17,1,21,3,2,0,0,1,0,0,0,1,0,9,0,0,24,5,7,0,11,5,4,0,1,13,4,3,0,1,0,2,0,0,1.53506441586,54,5.53888888889,0
11856,5,3,8,162,45.8024691358,10,68,33,19,5,0,4.58024691358,2.61084312091,6,2,2,20.375,17.1094820202,7,21,0,23,1,5,0,0,0,0,3,0,2,0,8,0,0,33,8,7,0,6,9,6,0,0,6,6,1,1,5,0,0,0,2,3.12158489895,50,5.9078,6.93654100306
11857,5,4,16,230,46.1739130435,13,90,47,17,11,0,4.61739130435,2.50094343315,11,8,1,14.375,9.51889568175,8,30,0,34,0,5,0,0,1,0,2,0,0,0,16,0,0,51,8,14,0,9,15,8,0,0,1,1,3,3,23,3,0,0,1,3.89145176925,97,6.09092783505,10.7154227395
11858,5,3,10,91,44.2857142857,3,37,12,4,2,0,4.42857142857,2.18653890451,3,1,0,9.1,5.20480547187,5,13,1,4,1,2,0,0,0,0,0,0,0,0,3,1,0,17,4,2,0,5,1,10,0,0,3,7,1,2,6,0,0,0,1,1.63696605412,35,5.24971428571,0
11859,5,2,7,118,41.186440678,5,40,16,4,2,0,4.1186440678,2.05966345075,6,3,2,16.8571428571,9.62776596885,5,13,0,14,1,3,0,0,0,0,0,0,0,0,10,0,0,13,3,0,0,20,3,2,0,0,4,3,4,4,11,0,1,0,1,1.59986747965,48,5.47416666667,0
11860,5,2,9,143,44.1958041958,9,52,26,10,2,1,4.41958041958,2.24678984586,6,4,1,16.0,9.38083151965,8,9,2,14,1,10,0,0,2,0,1,0,0,0,8,0,0,22,10,9,0,12,5,10,0,0,12,4,1,5,0,0,0,0,0,4.53251195343,58,5.11,0
11861,5,3,14,147,41.3605442177,7,48,17,6,0,0,4.13605442177,2.00901889701,5,0,0,10.5,4.41992242983,4,19,0,20,1,3,0,0,0,0,0,0,1,0,4,1,0,37,1,3,0,14,10,3,0,0,9,2,1,6,4,0,0,0,2,2.94603023812,61,4.98803278689,5.94560657405
11862,5,2,7,100,45.2,7,39,17,9,1,0,4.52,2.22238383251,6,1,0,14.2857142857,6.22699849077,6,10,0,10,1,2,0,0,0,0,0,0,0,0,4,0,0,16,4,5,0,11,9,6,0,0,3,1,0,0,7,0,0,0,4,1.26027848137,28,5.91392857143,6.93654100306
11863,5,2,9,143,41.048951049,9,47,22,4,1,0,4.1048951049,2.0614273966,7,3,1,15.8888888889,8.11643660789,5,16,0,19,1,6,0,0,0,0,0,0,2,0,9,0,0,11,8,8,0,16,6,8,0,0,4,1,3,2,12,0,1,0,2,3.09334289755,49,5.6412244898,3.96373771603
11864,5,2,7,120,44.0,0,40,20,13,3,1,4.4,2.52849309094,6,2,2,17.1428571429,8.82251294665,6,10,0,20,0,2,0,0,1,0,1,0,0,0,4,0,0,25,8,0,0,10,6,7,0,0,8,2,0,0,6,2,1,0,0,2.62403261172,52,5.54269230769,3.96373771603
11865,5,3,12,145,46.3448275862,9,67,25,9,2,0,4.63448275862,2.15643028426,8,3,0,12.0833333333,6.56326053794,3,24,1,21,2,2,0,0,0,0,1,0,0,0,4,0,0,32,8,8,0,6,7,4,0,0,8,1,4,4,6,0,1,0,0,2.23734955129,61,6.23426229508,0.671732041176
11866,5,3,29,250,49.44,24,123,60,27,5,0,4.944,2.37728203617,11,2,2,8.65517241379,7.8048431563,12,15,0,30,2,7,0,0,2,0,0,0,0,0,11,3,0,33,26,27,0,13,23,8,0,0,17,2,5,1,9,0,1,0,1,3.13072291904,110,5.363,8.91840986108
11867,5,1,5,94,43.2978723404,3,36,18,5,0,0,4.32978723404,2.17704691901,4,3,2,18.8,10.6845683114,4,9,0,15,3,2,0,0,0,0,0,0,1,0,4,0,0,14,7,1,0,9,2,6,0,1,5,2,1,1,3,1,0,0,0,1.80504391481,41,5.22951219512,0
11868,5,3,7,101,46.4356435644,2,42,24,11,0,0,4.64356435644,2.33916292043,4,2,1,14.4285714286,9.64893988044,5,7,1,14,1,0,0,0,0,0,1,0,1,0,11,0,0,16,5,3,0,7,3,1,0,0,12,3,2,0,0,0,1,0,7,1.36318055797,37,5.89594594595,2.97280328703
11869,5,3,8,114,42.8947368421,4,42,14,6,1,0,4.28947368421,1.96754050778,7,1,0,14.25,6.1390145789,4,16,0,15,1,1,0,0,0,0,2,0,0,0,7,0,0,20,5,2,0,9,5,2,0,0,2,1,1,3,9,1,0,0,4,1.64524309987,45,5.80266666667,4.95467214504
11870,5,2,6,97,41.9587628866,13,35,11,3,1,0,4.19587628866,1.84638822693,4,1,1,16.1666666667,10.7458002132,5,9,0,14,1,2,0,0,0,0,3,0,0,0,8,1,0,15,6,10,0,5,5,2,0,0,8,1,2,1,1,0,0,0,1,2.45114298855,34,5.45676470588,4.36677694074
11871,5,1,4,51,37.6470588235,2,14,5,2,0,0,3.76470588235,1.9858321711,2,1,0,12.75,8.4075858604,1,9,0,7,0,2,0,0,0,0,0,0,0,0,3,0,0,8,1,0,0,5,2,0,0,0,5,0,0,3,1,0,2,0,0,1.44227676118,19,6.48210526316,2.38490808272
11872,5,3,5,148,43.5135135135,12,58,24,9,2,0,4.35135135135,2.15982131053,4,4,3,29.6,20.1950488982,4,17,0,19,0,2,0,0,0,0,1,0,2,0,6,0,0,32,5,5,0,5,7,9,0,0,11,4,5,5,3,1,4,0,1,3.1048664653,51,5.49647058824,0
11873,5,3,9,158,46.3924050633,8,61,32,13,7,1,4.63924050633,2.54192452902,7,6,1,17.5555555556,8.5908363467,9,22,0,14,4,2,0,0,1,0,0,0,0,0,12,0,0,31,9,3,0,8,2,10,0,0,0,1,1,5,14,0,1,0,3,2.69508825249,63,5.78031746032,0
11874,5,3,9,138,47.6811594203,12,57,34,16,2,1,4.76811594203,2.51213072987,7,3,1,15.3333333333,9.18936583473,6,13,1,20,3,2,0,0,2,0,0,0,0,0,9,0,0,25,6,13,0,9,6,9,1,0,5,0,4,3,2,1,1,0,2,2.25415748762,53,5.90962264151,0
11875,5,3,9,141,40.780141844,4,43,19,5,1,0,4.0780141844,2.03564985056,7,4,1,15.6666666667,7.453559925,9,11,0,21,2,2,0,0,0,0,0,0,0,0,7,0,0,14,9,0,0,17,8,6,1,0,8,2,5,5,8,0,5,0,0,3.02834326847,70,5.45942857143,0
11876,5,1,6,81,43.5802469136,3,29,16,5,0,0,4.35802469136,2.12313825489,3,2,0,13.5,8.73212459829,3,6,0,14,1,2,0,0,1,0,0,0,0,0,5,0,0,13,6,2,0,8,5,3,0,0,5,0,0,1,4,0,0,0,1,1.32041382071,33,6.2803030303,0.26869281647
11877,5,2,4,51,45.6862745098,5,23,12,3,0,0,4.56862745098,2.22939365713,2,1,1,12.75,11.7765657133,2,6,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,11,1,3,0,2,3,0,0,0,1,0,1,1,8,1,0,0,0,0.952753996201,8,6.35625,2.97280328703
11878,5,3,11,213,40.3755868545,13,75,27,12,4,1,4.03755868545,2.28788805402,9,6,3,19.3636363636,9.06815333785,5,19,0,22,2,0,0,0,0,0,0,0,0,0,3,0,0,30,5,4,0,20,7,6,0,0,4,2,1,6,16,0,1,0,1,6.86138259784,76,5.3375,6.61733861523
11879,5,2,5,66,41.6666666667,1,22,7,4,0,0,4.16666666667,1.96573206824,4,1,0,13.2,7.24982758416,6,8,0,5,0,0,0,1,0,0,0,0,2,0,1,0,0,14,1,0,0,8,3,1,0,0,10,1,0,1,0,0,2,0,2,1.18474364953,28,5.45892857143,0
11880,5,1,4,39,42.3076923077,0,11,5,1,0,0,4.23076923077,1.76905473513,2,1,0,9.75,7.15454401063,3,6,0,6,0,0,0,0,0,0,1,0,1,0,3,0,0,7,0,0,0,3,0,2,0,0,5,0,0,1,0,0,0,0,1,0.657060742148,18,4.96944444444,0
11881,5,3,10,118,41.3559322034,10,39,10,4,3,1,4.13559322034,2.15991157716,6,3,0,11.9,7.38173421358,1,19,0,16,3,2,0,0,0,0,1,0,0,0,4,0,0,23,3,7,0,8,5,7,1,0,7,2,1,2,6,0,0,0,2,3.50799002944,48,5.39145833333,0
11882,5,3,10,128,42.421875,14,56,15,1,0,0,4.2421875,1.66835339517,7,2,0,12.8,5.5641710973,10,6,1,17,2,3,0,0,0,0,1,0,0,0,7,1,0,18,8,13,0,7,12,5,0,0,7,1,1,1,4,0,0,0,7,2.35108637946,46,4.99456521739,7.92747543207
11883,5,4,12,179,42.7932960894,9,69,24,10,1,0,4.27932960894,2.02516959971,8,4,1,14.9166666667,7.54385327417,2,25,1,29,2,3,0,0,0,0,2,0,0,0,6,1,0,34,9,6,0,12,6,9,0,0,11,4,0,3,10,0,0,0,2,2.81746849663,72,5.74916666667,0.671732041176
11884,5,4,23,284,47.7464788732,24,124,68,25,6,1,4.77464788732,2.44629774702,12,4,2,12.5217391304,9.71269704726,11,25,0,32,3,8,0,1,0,0,0,0,2,0,10,0,0,46,24,21,0,19,19,16,1,0,10,6,8,3,14,3,1,0,0,4.69461792516,120,5.66683333333,10.9002787191
11885,5,1,5,98,39.1836734694,16,36,6,4,0,0,3.91836734694,1.85935067586,3,3,1,19.6,15.1076139744,5,13,0,15,1,3,0,0,0,0,1,0,0,0,7,0,0,10,3,14,0,9,2,7,0,0,0,1,0,3,8,0,0,0,3,1.59681654796,24,5.5525,0
11886,5,2,11,176,43.8636363636,11,60,33,11,5,1,4.38636363636,2.28751552404,10,5,1,16.3636363636,7.98034776267,8,25,0,16,2,2,0,0,0,0,0,0,0,0,9,0,0,32,6,6,0,12,6,8,0,0,12,9,3,3,10,0,2,0,5,3.98593538661,72,5.77722222222,4.63546975721
11887,5,1,7,72,46.1111111111,3,29,13,9,2,1,4.61111111111,2.62466929134,4,1,0,10.2857142857,6.54029893843,3,11,0,11,0,0,0,0,0,0,0,0,1,0,2,0,0,16,3,1,0,6,0,5,0,0,4,2,2,0,6,0,0,0,0,1.2967350686,28,6.62535714286,0
11888,5,1,3,58,40.8620689655,0,16,6,1,1,0,4.08620689655,1.87583415605,2,2,1,19.3333333333,14.267289706,2,10,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,15,3,0,0,2,4,2,0,0,4,1,0,1,2,0,0,0,0,1.18916924785,26,5.58269230769,3.2414961035
11889,5,2,7,85,46.3529411765,10,38,15,5,3,1,4.63529411765,2.27746234522,5,1,0,12.1428571429,6.15115718332,4,13,0,10,0,1,0,0,0,0,1,0,1,0,4,0,0,20,1,8,0,2,4,1,0,0,7,1,1,0,5,1,1,0,1,1.08992222974,29,5.06310344828,0
11890,5,1,5,79,47.2151898734,14,35,19,8,2,0,4.72151898734,2.41223754444,4,1,1,15.8,9.2822411087,6,8,0,12,0,1,0,0,0,0,0,0,0,0,2,1,0,19,3,11,0,1,4,3,0,0,1,2,1,1,3,0,0,0,2,2.20280895042,22,5.54909090909,3.96373771603
11891,5,3,13,148,48.3783783784,7,66,38,16,6,0,4.83783783784,2.59002286139,8,2,1,11.3846153846,8.8712019959,5,21,0,24,1,2,0,0,1,0,0,0,1,0,8,0,0,31,11,8,0,2,5,5,0,0,5,1,1,0,11,0,1,0,4,2.96717189197,48,6.60833333333,0
11892,5,2,6,96,40.8333333333,0,31,15,4,3,0,4.08333333333,2.31547047245,5,2,1,16.0,9.01849950565,10,8,0,8,3,3,0,0,1,0,0,0,0,0,5,0,0,13,2,0,0,12,3,4,0,0,6,4,0,6,0,0,2,0,3,6.28978425347,37,5.03054054054,0
11893,5,3,8,151,41.2582781457,5,50,24,6,2,0,4.12582781457,2.13324365154,7,4,2,18.875,9.7780046533,6,13,0,27,1,4,0,0,0,0,0,0,2,0,5,1,0,22,8,5,0,15,6,6,0,0,14,0,2,0,5,3,1,0,4,3.48642471667,61,5.40131147541,4.95467214504
11894,5,2,7,106,40.7547169811,6,38,15,4,0,0,4.07547169811,2.05495041399,6,1,1,15.1428571429,6.37917530336,4,15,0,13,1,4,0,0,0,0,0,0,0,0,2,0,0,15,5,10,0,8,4,5,0,0,6,4,1,1,6,0,0,0,2,2.60665785964,46,5.81804347826,3.37584251173
11895,5,3,8,124,42.3387096774,3,40,24,3,0,0,4.23387096774,2.06050302078,7,4,0,15.5,7.15891053164,2,7,0,23,3,2,0,0,2,0,0,0,0,0,8,0,0,23,5,2,0,18,7,4,0,0,3,0,1,2,10,0,0,0,1,2.24166777217,50,5.8006,4.95467214504
11896,5,3,8,143,44.965034965,10,61,27,9,2,0,4.4965034965,2.23251934324,7,4,2,17.875,9.47941849482,8,17,0,16,0,3,0,0,0,0,0,0,0,0,8,1,0,20,9,13,0,7,6,10,1,0,5,3,3,4,6,2,1,0,1,2.48519810009,56,5.60946428571,0
11897,5,2,7,109,43.8532110092,5,44,21,9,1,0,4.38532110092,2.37622583133,5,3,1,15.5714285714,12.3271725742,3,14,0,17,0,4,0,0,0,0,0,0,1,0,3,0,0,23,4,3,0,7,2,5,0,0,9,5,2,2,4,2,0,0,0,2.93451880024,35,5.982,0
11898,5,2,13,148,47.2297297297,10,68,32,13,1,0,4.72297297297,2.36131217397,5,2,0,11.3846153846,6.93417913215,1,17,0,25,4,1,0,0,0,0,0,0,0,0,9,0,0,22,7,13,0,10,3,8,0,0,5,0,4,5,2,0,4,0,2,1.86469648124,57,6.10438596491,0
11899,5,2,8,141,42.7659574468,4,48,22,7,2,0,4.27659574468,2.12840108659,6,4,2,17.625,9.64284060845,11,11,0,13,1,6,0,0,0,0,0,0,0,0,7,0,0,21,10,5,0,11,9,9,1,0,3,0,2,2,10,0,2,0,2,2.10061389236,55,6.00690909091,7.92747543207
11900,5,3,14,194,46.0824742268,17,86,36,14,3,2,4.60824742268,2.46449061897,10,3,1,14.0,7.42582366764,9,13,1,23,4,4,0,0,1,0,0,0,0,0,13,5,0,37,8,11,0,11,11,13,0,0,8,3,0,3,8,1,0,0,4,2.99003204666,70,5.741,7.92747543207
11901,5,4,9,166,43.5542168675,9,71,24,9,2,0,4.35542168675,2.03310498541,7,5,3,18.4444444444,10.7197751957,7,16,0,19,1,1,0,0,0,0,0,0,0,0,12,1,0,32,8,2,0,14,10,7,0,0,5,5,4,5,10,1,0,0,4,2.77162947336,64,5.28078125,0
11902,5,1,5,54,39.6296296296,0,14,3,1,1,0,3.96296296296,1.74791480043,4,1,0,10.8,6.14491659829,5,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,5,3,1,0,0,2,0,2,2,3,0,0,0,2,0.770654012159,22,5.65136363636,2.97280328703
11903,5,1,3,30,43.0,4,12,5,0,0,0,4.3,1.78402876117,1,1,0,10.0,10.1980390272,2,2,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,1,1,3,0,0,0,0,0,1,0,2,2,0,0,0,0,0.311145241128,14,5.61285714286,0
11904,5,3,8,152,42.1710526316,8,66,15,4,0,0,4.21710526316,1.75264327586,7,5,2,19.0,9.32737905309,4,18,0,26,0,2,0,0,0,0,2,0,2,0,6,0,0,23,6,8,0,8,6,6,0,0,19,4,1,5,1,2,0,0,5,3.24988719017,70,5.04314285714,0
11905,5,2,6,118,45.7627118644,9,52,21,11,2,0,4.57627118644,2.38014141525,5,3,3,20.0,12.6491106407,2,15,0,15,2,2,0,0,0,0,1,0,1,0,9,0,0,26,4,5,0,3,3,5,0,1,4,2,0,1,12,1,0,0,4,2.65631735506,48,6.09333333333,0
11906,5,3,8,191,43.7172774869,4,74,36,10,2,0,4.37172774869,2.20120461021,7,6,4,23.875,11.8367806012,9,28,0,21,2,6,0,2,1,0,0,0,1,0,16,1,0,31,14,1,0,10,6,7,0,0,13,2,5,2,4,0,1,0,2,2.8247891246,67,5.57791044776,0
11907,5,2,5,71,40.5633802817,4,21,13,5,0,0,4.05633802817,2.19015540182,3,2,1,14.2,10.1862652626,2,4,0,6,0,5,0,0,0,0,0,0,0,0,4,0,0,6,5,2,1,12,3,2,0,0,7,0,2,3,3,0,0,0,1,2.13522881331,23,5.14782608696,2.97280328703
11908,5,3,5,97,45.6701030928,2,40,19,7,2,0,4.56701030928,2.29994210296,3,2,2,19.4,15.0545674132,4,10,0,13,1,1,0,0,0,0,1,0,0,0,6,1,0,14,9,0,0,8,8,2,0,0,6,1,3,1,2,1,0,0,1,1.44226223469,51,5.81490196078,3.96373771603
11909,5,1,6,74,45.2702702703,0,35,14,3,0,0,4.52702702703,1.99467079697,4,0,0,12.3333333333,6.18241233033,4,10,0,12,1,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,7,2,5,0,0,4,0,0,1,4,1,0,0,1,0.734724686438,29,5.39344827586,0
11910,5,2,6,67,42.6865671642,4,23,10,2,1,0,4.26865671642,2.11475401215,3,0,0,11.1666666667,3.76017139089,1,9,0,8,1,1,0,0,0,0,0,0,0,0,4,0,0,13,0,4,0,4,1,8,0,0,7,2,0,1,2,0,0,0,1,1.06054672318,27,5.89925925926,0
11911,5,3,9,131,43.893129771,10,52,22,10,2,0,4.3893129771,2.30908746239,8,3,0,14.5555555556,6.7348366492,5,9,1,14,2,8,0,0,0,0,1,0,1,0,5,0,0,18,10,11,0,8,9,8,0,0,8,2,1,3,4,0,0,0,1,2.37156082574,45,5.63088888889,4.95467214504
11912,5,1,4,50,42.8,1,18,9,4,0,0,4.28,2.35640681149,3,1,0,12.5,7.43303437366,0,7,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,8,1,1,0,0,5,0,0,1,3,0,1,0,2,1.12556328937,12,5.6125,0
11913,5,2,7,109,40.9174311927,7,37,16,3,0,0,4.09174311927,1.8586199799,6,2,1,15.5714285714,7.48058712091,2,15,0,15,0,5,0,0,0,0,1,0,0,0,9,0,0,14,8,9,0,5,5,5,0,0,4,1,1,1,4,0,0,0,1,2.31495905958,43,5.53046511628,0.403039224706
11914,5,1,6,64,42.65625,5,24,11,7,0,0,4.265625,2.41188977808,4,1,0,10.6666666667,5.90668171556,4,7,0,6,0,2,0,0,0,0,1,0,0,0,7,0,0,10,4,5,0,2,3,2,0,0,2,0,1,0,6,0,0,0,1,2.25019186051,16,5.745,0.26869281647
11915,5,2,6,101,43.0693069307,5,36,15,7,4,0,4.30693069307,2.45251941586,4,2,2,16.8333333333,12.4420880706,4,15,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,11,2,1,0,5,0,4,0,0,0,0,0,3,8,0,0,0,3,1.80234538393,37,6.94594594595,0
