id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30,pos_31,pos_32,pos_33,pos_34,pos_35,beauty_score,vocabulory_score,maturity_score,bag_of_words_score
14877,6,2,6,100,41.0,0,29,15,5,1,0,4.1,2.11535989249,5,3,1,16.6666666667,8.33999733546,2,19,0,10,2,4,0,0,0,0,0,0,0,0,8,0,0,14,3,3,0,5,1,5,0,0,9,1,4,0,0,1,0,0,2,1.36299720402,40,5.51375,1.76753547404
14878,6,2,11,135,46.6666666667,7,57,33,14,0,0,4.66666666667,2.40645897038,6,3,1,12.2727272727,9.73364277405,2,20,0,16,3,8,0,0,0,0,0,0,0,0,12,0,0,20,11,8,0,7,0,6,0,0,8,5,1,1,1,0,0,0,0,1.27950535984,52,6.40269230769,2.25173083837
14879,6,3,13,129,48.2945736434,6,55,33,12,0,0,4.82945736434,2.31207438991,8,2,0,9.92307692308,6.75347817466,2,18,2,19,1,3,0,0,0,0,0,0,0,0,9,0,0,27,12,11,0,2,0,5,0,0,10,5,1,0,1,0,0,0,2,1.49572846627,61,6.56180327869,3.43008782106
14880,6,3,8,158,44.9367088608,6,69,29,7,1,0,4.49367088608,2.15260717479,6,5,3,20.0,11.1691539518,2,22,0,22,1,4,0,0,1,0,0,0,1,0,9,0,0,20,4,16,0,3,0,3,0,0,8,2,2,1,0,1,0,0,0,2.08625852714,60,6.53916666667,1.47294622836
14881,6,4,11,194,49.3298969072,7,82,54,26,7,4,4.93298969072,2.81016738939,10,6,0,17.6363636364,6.74567507603,7,31,0,24,0,10,0,0,3,0,4,0,1,0,15,0,0,28,19,16,0,2,0,6,1,0,13,5,4,1,1,1,0,0,0,3.39430497268,70,6.06285714286,7.72955914067
14882,6,4,10,224,47.7678571429,7,103,59,18,2,0,4.77678571429,2.4337309063,8,6,6,22.4,11.3683771929,5,28,1,33,4,14,0,0,0,0,2,0,2,0,15,0,0,27,21,14,0,7,0,11,0,0,14,6,7,1,0,2,0,0,0,2.61561975137,86,6.58523255814,5.91021614734
14883,6,3,18,220,49.6363636364,8,109,55,25,3,0,4.96363636364,2.42297704626,11,5,2,12.2222222222,9.38412107739,0,32,2,17,7,6,0,0,0,0,3,0,0,0,11,1,0,29,15,21,0,3,0,10,0,0,15,2,8,2,0,1,0,0,3,3.87552967002,90,6.46688888889,10.2499754651
14884,6,3,9,149,45.6375838926,1,56,32,8,1,0,4.56375838926,2.2188448043,7,5,2,16.5555555556,9.934352421,2,24,1,24,4,6,0,0,0,0,0,0,1,0,10,0,0,19,11,10,0,5,0,5,0,0,6,6,6,1,2,1,0,0,0,1.74366892692,70,6.45785714286,0
14885,6,2,19,185,42.5945945946,11,71,25,6,0,0,4.25945945946,1.93865981548,9,1,0,9.73684210526,6.31491221978,7,25,0,15,5,12,0,0,0,0,2,0,0,0,11,0,0,25,14,16,0,8,2,12,0,0,11,2,3,2,2,2,0,0,0,2.05149878378,87,5.95827586207,3.00230778449
14886,6,3,14,164,48.5975609756,5,78,40,15,3,0,4.85975609756,2.46667903498,8,5,2,11.7142857143,10.1378257138,2,22,0,25,6,5,0,0,0,0,0,0,1,0,6,0,0,26,15,11,0,3,0,11,0,0,7,5,3,1,7,2,0,0,1,1.90512670048,71,5.77943661972,2.36592958232
14887,6,3,8,179,48.2122905028,5,82,44,15,2,0,4.82122905028,2.44292067049,7,6,3,22.375,12.844624362,1,28,0,23,1,15,0,0,0,0,0,0,0,0,12,0,0,36,15,3,0,1,1,11,0,0,9,6,2,0,0,2,1,0,2,1.36539673533,76,6.65842105263,6.86939125906
14888,6,2,5,174,43.7356321839,8,61,34,14,4,1,4.37356321839,2.47147704638,4,4,4,34.8,19.0410083767,1,25,0,27,7,11,0,0,2,0,0,0,0,0,12,0,0,27,9,4,0,7,0,6,0,0,12,3,6,0,1,1,0,0,1,3.38903019796,71,5.56028169014,3.00230778449
14889,6,3,8,169,48.2840236686,6,71,43,21,3,0,4.82840236686,2.57509092378,7,5,3,21.25,10.8253175473,4,21,0,19,2,5,0,0,0,0,0,0,0,0,7,0,0,23,10,7,0,2,0,9,0,1,6,1,6,3,3,2,0,0,1,2.14049547931,71,7.02169014085,2.36592958232
14890,6,3,9,166,45.0602409639,3,62,29,14,1,1,4.50602409639,2.26367089361,8,4,2,18.6666666667,7.70281333886,5,25,1,15,3,14,0,0,1,0,2,0,0,0,13,1,0,25,11,3,0,6,0,11,0,1,13,4,1,1,0,2,0,0,0,2.65420186342,70,5.67014285714,3.43008782106
14891,6,1,12,130,43.2307692308,5,42,25,7,1,0,4.32307692308,2.29666217059,5,3,2,10.8333333333,10.1885011437,4,20,0,17,2,4,0,0,0,0,1,0,0,0,8,0,0,23,6,9,0,9,1,2,0,0,8,3,0,3,2,0,0,0,1,2.1708789533,53,6.22905660377,4.18066476718
14892,6,3,13,200,49.95,5,100,52,22,4,1,4.995,2.53120723179,10,5,0,15.3846153846,7.00042264151,3,32,2,25,8,8,0,0,2,0,2,0,0,0,16,0,0,35,12,5,0,2,0,13,0,0,8,4,8,1,1,1,0,0,0,2.72108320695,85,6.29423529412,9.98589778751
14893,6,2,5,84,47.2619047619,6,34,20,11,1,0,4.72619047619,2.52863690351,4,2,1,16.8,9.78570385818,0,9,0,10,2,2,0,0,1,0,0,0,0,0,8,0,0,10,2,1,0,3,0,2,0,0,5,1,2,0,0,0,0,0,1,1.55284893644,33,6.73545454545,3.86708347457
14894,6,4,9,186,45.8064516129,2,74,37,9,1,0,4.58064516129,2.16768692586,8,6,1,20.6666666667,10.1105005921,4,27,0,24,5,9,0,0,0,0,2,0,2,0,13,0,0,20,20,10,0,4,0,9,0,0,10,3,7,1,3,3,0,0,0,1.86051098397,85,6.31647058824,1.17835698269
14895,6,2,9,161,45.2173913043,11,67,29,14,4,0,4.52173913043,2.34010404823,8,4,1,17.8888888889,7.7952185408,4,29,0,19,5,5,0,0,0,0,0,0,0,0,14,1,0,31,6,8,0,4,1,6,0,0,12,3,4,0,2,3,0,0,0,2.69811728607,66,6.51818181818,6.2497011996
14896,6,4,8,260,47.9230769231,7,119,60,25,7,2,4.79230769231,2.57908473139,7,7,5,32.5,18.1107702763,3,41,1,39,4,15,0,0,1,0,2,0,0,0,23,0,0,34,15,25,1,7,0,11,0,0,10,6,8,0,0,1,0,0,2,4.12748114408,106,6.66066037736,7.73416694914
14897,6,3,10,177,50.5649717514,4,80,50,22,5,4,5.05649717514,2.77103015412,9,6,1,17.8,8.2316462509,2,23,1,28,1,9,0,0,1,0,1,0,0,0,9,0,0,22,18,17,0,2,0,6,0,1,12,5,4,0,3,3,0,0,1,1.84825857988,81,6.66567901235,2.95741197791
14898,6,4,9,191,46.8062827225,7,87,45,14,0,0,4.68062827225,2.28210236014,7,6,3,21.2222222222,13.7661241037,1,27,1,31,6,6,0,0,0,0,1,0,1,0,11,1,0,24,19,10,0,3,1,12,0,0,14,4,5,0,3,1,0,0,3,2.97772830038,76,6.24934210526,4.43035820627
14899,6,1,6,104,45.4807692308,0,43,19,5,1,0,4.54807692308,2.13104563282,4,3,1,17.3333333333,12.3243210316,2,13,2,11,0,8,0,0,0,0,0,0,0,0,8,1,0,22,7,2,0,2,0,6,0,0,4,1,0,4,2,1,0,0,2,0.900988542828,45,5.15222222222,5.25403862286
14900,6,3,11,136,48.6764705882,5,63,35,10,0,0,4.86764705882,2.3119939239,7,2,1,12.4545454545,8.53190415029,1,20,1,20,2,3,0,0,0,0,1,0,1,0,10,0,0,18,9,15,0,3,0,8,0,1,9,4,5,0,2,1,0,0,1,1.6493434072,53,6.80056603774,2.95280416943
14901,6,1,4,32,50.625,1,15,11,3,0,0,5.0625,2.51367229111,2,0,0,8.0,5.47722557505,1,5,1,1,0,2,0,0,0,0,0,0,0,0,4,0,0,8,1,0,0,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0.269728142379,14,7.14785714286,0.589178491346
14902,6,4,12,212,46.0377358491,1,92,46,16,2,0,4.60377358491,2.27568747087,9,5,2,17.6666666667,8.82546819658,3,35,2,23,8,8,0,0,0,0,2,0,1,0,17,0,0,28,18,3,1,5,0,13,0,0,9,4,5,4,6,4,0,0,0,3.42179911949,81,6.16222222222,2.95741197791
14903,6,3,18,163,50.3067484663,4,79,51,19,2,0,5.03067484663,2.57102398989,9,3,0,9.05555555556,8.12042843849,2,24,0,20,1,7,0,0,0,0,0,0,1,0,10,0,0,28,15,12,0,0,1,12,1,1,10,5,6,1,1,0,0,0,0,1.90558605508,67,6.69850746269,4.90994576213
14904,6,3,15,197,48.2233502538,15,92,48,20,1,0,4.82233502538,2.39768353971,9,4,3,13.2,11.2498888883,2,21,0,20,8,6,0,0,1,0,1,0,2,0,18,0,0,30,9,15,1,1,0,8,0,0,6,1,6,1,1,1,1,0,0,3.31641259315,71,6.34845070423,8.80293299635
14905,6,1,5,74,44.8648648649,0,29,13,4,0,0,4.48648648649,2.14056223086,3,2,1,14.8,9.9075728612,1,10,0,8,2,5,0,0,0,0,0,0,0,0,3,0,0,15,4,0,0,2,0,4,0,0,6,1,7,0,0,0,0,0,0,0.688151698553,34,6.09558823529,3.00230778449
14906,6,3,7,112,46.7857142857,9,46,22,10,2,0,4.67857142857,2.3680085742,6,1,1,16.0,9.21179368294,1,13,1,14,4,6,0,0,0,0,0,0,0,0,14,1,0,8,9,11,1,4,0,6,0,0,5,3,2,1,3,0,0,0,0,1.40137640208,48,6.135,2.25173083837
14907,6,3,9,116,48.6206896552,3,54,27,11,2,0,4.86206896552,2.39527270563,5,3,0,12.8888888889,8.25219761228,2,13,1,14,3,5,0,0,0,0,1,0,1,0,10,0,0,18,6,9,0,2,0,9,0,0,6,2,4,0,1,0,0,0,1,1.26474555773,51,6.36823529412,5.50142815771
14908,6,2,18,146,48.0821917808,5,67,36,17,3,1,4.80821917808,2.58994093527,6,1,0,8.11111111111,7.32491098838,0,22,0,16,4,7,0,0,0,0,0,0,0,0,13,0,0,29,11,6,0,4,0,4,0,0,8,3,4,1,5,0,0,0,0,2.15937626096,63,6.81365079365,3.13549857539
14909,6,3,7,142,46.7605633803,2,60,36,9,0,0,4.67605633803,2.26458799902,5,2,2,20.2857142857,15.350330715,4,25,0,19,4,3,0,0,0,0,0,0,0,0,10,0,0,27,10,3,1,3,0,4,1,1,11,3,5,1,1,1,0,0,0,2.0354849239,65,6.14415384615,5.36823736682
14910,6,3,8,86,50.0,0,45,22,9,4,0,5.0,2.52516743766,3,2,0,10.75,7.04893608994,1,12,1,6,2,3,0,0,1,0,0,0,0,0,9,0,0,15,8,1,0,1,0,9,0,0,6,3,5,0,1,0,0,0,0,1.17196970747,32,6.37125,2.09033238359
14911,6,1,7,65,46.7692307692,3,26,16,8,0,0,4.67692307692,2.55016967761,3,1,0,9.28571428571,8.53085635819,2,10,0,12,1,1,0,0,0,0,1,0,0,0,2,0,0,10,7,3,0,1,1,3,0,0,0,3,0,1,4,1,0,0,0,1.75259761863,24,5.5975,0
14912,6,3,5,104,47.5,4,43,24,9,1,0,4.75,2.40044494257,4,2,2,20.8,13.4074606097,0,8,1,16,1,3,0,0,1,0,1,0,0,0,8,0,0,13,13,5,0,5,0,7,0,0,9,1,3,1,4,2,0,0,1,1.24661140988,51,5.99215686275,4.02617802511
14913,6,3,9,152,48.6842105263,7,68,42,13,3,1,4.86842105263,2.55452905297,7,3,2,16.8888888889,9.36238863686,3,14,0,13,1,5,0,0,1,0,0,0,0,0,10,0,0,13,15,3,0,3,0,6,0,0,4,5,3,2,1,0,0,0,0,1.63739784251,58,7.10672413793,2.65821492376
14914,6,3,11,177,47.9096045198,14,77,41,14,6,2,4.79096045198,2.64925540217,8,5,0,16.0909090909,6.96033627002,4,25,0,15,3,11,0,0,1,0,0,0,0,0,18,0,0,31,9,19,0,4,1,7,0,0,11,3,8,0,3,1,0,0,1,3.03895713268,66,6.08151515152,0
14915,6,3,11,111,46.5765765766,1,44,22,9,0,0,4.65765765766,2.18879583123,5,1,0,10.1818181818,5.99724454635,1,13,0,13,2,6,0,0,0,0,2,0,1,0,8,0,0,12,10,8,0,3,0,5,0,0,7,6,5,0,0,2,0,0,0,1.16896416076,51,6.50764705882,0
14916,6,3,7,162,47.7160493827,2,73,42,17,4,1,4.77160493827,2.56656643138,6,6,3,23.1428571429,10.3154332563,4,19,1,21,5,8,0,0,0,0,0,0,0,0,18,0,0,13,12,13,0,5,1,12,0,0,8,4,3,0,1,0,0,0,3,2.12131014668,68,5.98352941176,4.73185916465
14917,6,3,6,164,45.9756097561,4,68,35,15,2,0,4.59756097561,2.39815755505,5,4,4,27.3333333333,17.8387842137,6,28,0,23,6,8,0,0,0,0,0,0,1,0,14,0,0,24,11,7,0,2,0,5,0,0,11,4,4,0,0,0,0,0,0,2.76165475327,64,6.40578125,9.23071303292
14918,6,3,12,168,47.5,5,74,41,15,2,1,4.75,2.43170180176,9,4,0,14.0833333333,6.81246814468,2,26,1,21,7,10,0,0,0,0,2,0,0,0,8,0,0,27,15,2,0,1,1,9,0,0,7,3,9,1,1,2,1,0,1,2.2755559871,77,5.58571428571,8.52963970185
14919,6,2,7,120,47.0,3,56,21,11,2,2,4.7,2.42743423697,6,3,1,17.1428571429,10.8420948349,4,15,0,12,7,3,0,0,0,0,2,0,1,0,7,1,0,23,7,1,0,1,0,15,0,0,5,2,3,0,0,0,0,0,1,1.34144364677,51,6.19647058824,1.77444718674
14920,6,3,9,177,50.2824858757,2,84,50,22,2,0,5.02824858757,2.56158105148,8,5,2,19.6666666667,8.36660026534,4,24,0,22,3,13,0,0,1,0,1,0,0,0,13,0,0,35,16,6,0,1,0,8,0,0,7,6,3,0,0,1,0,0,1,1.71717246086,71,6.45704225352,7.3017791041
