id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_conj,pos_misc,pos_adj,pos_noun,pos_prep,pos_adv,pos_vrb,pos_wh,beauty_score,vocabulory_score,maturity_score,bag_of_words_score
6005,3,3,13,170,45.4705882353,11,69,35,8,4,2,4.54705882353,2.43023792807,8,1,1,13.1538461538,7.18809008383,49,1,8,31,6,7,18,3,2.09023776632,69,6.22391304348,1.83498462665
6006,3,2,6,89,44.1573033708,5,35,17,6,2,0,4.41573033708,2.38751006073,4,2,1,14.8333333333,6.25610812637,31,2,3,24,5,6,14,0,1.52342508143,32,5.8134375,4.0795807505
6007,3,3,9,138,45.1449275362,6,57,34,6,0,0,4.51449275362,2.31855576506,7,5,0,15.3333333333,7.00793201388,33,1,11,24,17,3,20,4,1.82453255553,58,6.17689655172,0
6008,3,1,8,139,44.1007194245,7,56,34,7,2,0,4.41007194245,2.33689050688,6,3,1,17.375,13.2281659727,32,0,10,26,7,1,13,1,3.36933838215,41,5.70195121951,1.22332308443
6010,3,1,6,96,42.6041666667,0,32,23,4,1,0,4.26041666667,2.16792305004,5,2,1,16.0,10.0498756211,33,2,9,26,8,2,12,3,2.10415543797,29,6.45862068966,1.22332308443
6011,3,1,2,19,44.2105263158,5,10,2,1,1,0,4.42105263158,2.26852349126,1,1,0,9.5,9.5,0,0,0,0,0,0,0,0,0.134476092101,5,5.81,0
6012,3,0,6,83,42.7710843373,7,27,15,3,2,1,4.27710843373,2.24321879478,3,1,1,13.8333333333,12.2531175171,14,2,5,8,7,5,9,1,1.50104654462,31,5.16064516129,0
6013,3,1,3,44,44.0909090909,2,16,9,4,1,1,4.40909090909,2.67910243403,2,1,1,14.6666666667,10.8730042869,8,0,0,4,1,0,3,1,1.1997091884,16,5.319375,1.90417177738
6014,3,3,9,157,47.5796178344,4,66,39,13,6,0,4.75796178344,2.36263996705,6,4,2,17.5555555556,10.0345083599,37,0,6,19,4,12,12,4,2.23584516473,64,6.7025,1.52915385554
6015,3,2,8,125,44.88,2,50,24,5,1,1,4.488,2.08534053845,6,2,2,15.625,9.68165146037,42,2,3,33,5,4,14,1,1.25332866011,55,5.65690909091,4.99707306383
6016,3,3,12,209,43.1578947368,4,78,39,14,0,0,4.31578947368,2.16523881115,11,6,2,17.4166666667,8.2508417079,59,1,8,38,15,15,24,4,2.55999555553,80,5.68375,0
6017,3,1,7,74,39.4594594595,0,23,10,1,0,0,3.94594594595,1.77418236535,3,1,0,10.5714285714,7.027642215,27,1,6,20,4,3,8,2,1.11942036335,29,5.34172413793,0.917492313324
6018,3,2,6,83,42.7710843373,5,36,12,3,1,0,4.27710843373,2.16013353817,1,1,1,14.0,23.1444737825,6,0,1,5,2,2,1,0,1.35082732083,28,5.70964285714,0
6019,3,1,4,72,38.8888888889,1,23,8,2,0,0,3.88888888889,1.86559325274,4,1,0,18.0,1.73205080757,26,0,3,19,9,1,10,1,0.9017647919,27,6.15666666667,0
6020,3,2,9,132,43.1060606061,9,48,29,8,2,0,4.31060606061,2.28881307204,6,2,1,15.0,8.49836585599,16,0,3,13,3,3,4,0,2.92344622825,41,5.76609756098,0
6021,3,2,7,60,42.3333333333,1,23,9,2,0,0,4.23333333333,1.87188536034,2,0,0,8.57142857143,4.43547848465,20,0,3,16,7,1,9,0,0.752769070619,27,5.89851851852,0
6022,3,2,9,122,43.6885245902,10,49,24,4,0,0,4.36885245902,2.07384666612,6,2,1,13.7777777778,7.22307687251,32,2,3,26,5,1,12,0,2.31119820331,38,5.70105263158,0
6023,3,2,8,155,44.7741935484,4,62,27,9,2,0,4.47741935484,2.12387627697,6,5,2,19.375,9.84806453066,46,2,4,37,16,7,18,3,1.32988735099,68,5.77485294118,0
6024,3,1,4,69,44.4927536232,5,30,14,1,0,0,4.44927536232,2.05466636682,4,1,0,17.25,1.47901994577,11,0,4,8,3,2,5,0,0.729244628486,20,6.265,2.8216640907
6025,3,1,2,52,40.0,2,15,6,1,1,0,4.0,2.04843316498,2,1,1,26.0,8.0,22,2,4,15,3,3,3,0,0.980671706183,22,5.43454545455,0
6026,3,3,13,205,43.1219512195,11,70,37,13,4,0,4.31219512195,2.25138248616,10,3,2,15.8461538462,10.3985661278,37,2,9,30,11,2,15,2,3.58811437602,75,5.5132,9.5208588869
6027,3,3,11,239,43.4728033473,18,84,37,16,8,3,4.34728033473,2.50224750421,10,8,5,22.0,8.50668186567,32,0,6,29,7,4,12,2,4.09460979374,90,5.58655555556,0
6028,3,2,10,75,47.6,10,36,17,3,1,0,4.76,2.05886350177,2,0,0,7.8,3.3406586177,7,0,1,5,1,3,4,0,1.17089126457,30,5.50333333333,5.71251533214
6029,3,1,8,104,44.3269230769,7,43,19,2,0,0,4.43269230769,1.92965826783,6,2,0,13.0,6.65206734783,26,2,2,17,0,2,2,2,1.44018180959,44,6.05886363636,1.22332308443
6030,3,3,14,181,46.4640883978,7,78,50,12,2,0,4.64640883978,2.34919627597,12,2,0,13.0714285714,4.89116237593,38,0,5,29,4,6,14,0,2.7491969029,75,6.31533333333,2.44664616886
6031,3,3,12,174,49.3103448276,14,71,46,25,10,0,4.93103448276,2.7863959503,8,3,2,14.5,12.8029944414,26,0,4,31,19,3,11,1,2.89991297194,53,5.85113207547,0
6032,3,2,7,71,43.2394366197,4,27,13,2,0,0,4.32394366197,2.01263613834,3,1,0,10.1428571429,7.13999942834,19,1,2,16,8,3,20,2,0.850698196227,28,5.53464285714,2.5158333196
6033,3,3,11,190,45.6842105263,19,80,51,15,5,0,4.56842105263,2.5537714887,8,3,3,17.4545454545,11.2117117042,9,0,1,6,1,2,6,0,4.43746874775,63,6.09142857143,1.83498462665
6034,3,2,8,136,46.6176470588,12,58,33,8,4,0,4.66176470588,2.38271736636,5,4,3,17.0,11.0905365064,16,0,1,14,3,3,6,3,1.97989926815,47,5.82170212766,3.7737499794
6035,3,1,5,90,39.4444444444,4,30,8,2,0,0,3.94444444444,1.77600176581,3,2,2,18.0,11.0815161418,19,0,3,16,6,1,11,4,1.2302083385,34,5.19764705882,0
6036,3,2,7,158,42.0886075949,11,58,25,5,1,0,4.20886075949,2.10263346394,5,4,3,22.5714285714,12.3734409449,27,0,4,20,12,5,13,0,3.44474825207,61,5.92967213115,4.76042944345
6037,3,2,5,79,42.2784810127,2,28,16,1,0,0,4.22784810127,1.98034811165,4,1,0,15.8,3.86781592116,23,0,6,16,8,3,14,6,1.02428543073,28,5.95928571429,4.72583586809
6038,3,2,6,142,43.5211267606,23,51,30,11,1,0,4.35211267606,2.17071803363,4,3,3,23.6666666667,20.3032564438,21,0,0,14,3,2,6,2,1.50753900425,38,5.14368421053,0
6039,3,1,9,119,41.5966386555,7,45,16,2,0,0,4.15966386555,1.87753531767,7,3,0,13.2222222222,6.77868846341,31,2,7,21,8,8,11,4,1.92948856926,49,5.40959183673,0
6040,3,1,6,85,41.2941176471,6,32,11,2,0,0,4.12941176471,1.83087433767,4,2,0,14.3333333333,7.71722460186,22,1,4,16,4,2,11,1,2.44068755337,36,5.99583333333,0.917492313324
6041,3,2,4,46,38.6956521739,1,15,9,1,0,0,3.86956521739,2.08282602519,3,0,0,11.5,6.80073525437,10,1,2,6,2,3,4,0,0.894505515527,10,6.198,0
6042,3,2,7,107,44.6728971963,4,47,22,7,2,0,4.46728971963,2.29978570375,4,3,1,15.2857142857,9.49758293634,32,0,6,25,12,3,15,1,2.65071190647,48,5.84541666667,0.917492313324
6043,3,1,6,61,41.1475409836,0,18,11,3,2,0,4.11475409836,2.41590811536,3,0,0,10.1666666667,5.20949986936,22,0,3,14,8,5,6,0,0.977626881911,19,5.52263157895,0
6044,3,2,3,16,46.875,0,6,5,1,0,0,4.6875,2.44182308941,0,0,0,5.33333333333,4.10960933531,7,1,0,5,0,0,3,0,0.338611020959,5,6.356,1.2579166598
6045,3,2,7,107,42.2429906542,5,38,18,6,2,0,4.22429906542,2.16885506364,5,4,0,15.2857142857,7.20544012167,36,1,10,19,10,8,18,2,1.89916239223,30,6.15266666667,3.80834355476
6046,3,1,7,105,43.1428571429,4,44,19,2,1,0,4.31428571429,2.11366563524,5,3,1,15.0,8.46842876302,27,0,2,29,7,3,14,1,1.62312715273,46,6.03565217391,3.7737499794
6047,3,1,7,68,41.6176470588,1,22,11,2,0,0,4.16176470588,1.89744757163,4,0,0,9.71428571429,4.39851551953,23,1,2,11,6,2,5,1,0.923815166078,26,5.98230769231,0
6048,3,1,13,130,39.9230769231,8,41,15,5,0,0,3.99230769231,1.90672475319,6,0,0,10.0,4.91465625999,40,0,5,26,9,7,17,2,2.19321499389,47,5.44765957447,3.7737499794
6049,3,1,4,57,45.4385964912,2,29,14,0,0,0,4.54385964912,2.02722695395,3,1,0,14.25,8.58414235669,17,1,3,13,0,0,6,0,0.631702451766,22,6.28363636364,0.917492313324
6050,3,3,20,336,44.7321428571,10,136,71,16,7,1,4.47321428571,2.21915603735,18,6,4,16.85,8.42184659086,87,1,25,51,8,11,30,2,7.57852867107,124,6.0814516129,9.75750250728
6051,3,1,11,147,42.7891156463,7,54,27,5,0,0,4.27891156463,1.97512722991,8,2,0,13.3636363636,5.97377187489,16,0,7,15,5,1,13,0,3.7300577101,57,5.66561403509,7.24166918768
6052,3,2,7,141,44.8936170213,20,58,29,10,4,1,4.48936170213,2.56241242715,5,5,2,20.8571428571,13.5586405917,2,0,2,1,0,1,0,0,2.76231564758,48,6.02395833333,1.52915385554
6053,3,1,4,58,42.5862068966,4,23,10,1,0,0,4.25862068966,2.05674197162,2,2,1,14.5,10.5237825899,22,0,3,15,4,4,7,0,1.24929069951,19,5.70684210526,0
6054,3,1,4,76,41.7105263158,0,31,14,0,0,0,4.17105263158,1.80656696818,2,2,2,19.0,15.5241746963,23,2,4,16,6,5,14,3,1.20461235791,24,6.54416666667,0.917492313324
6055,3,2,10,131,38.4732824427,5,39,20,4,0,0,3.84732824427,2.03232826862,6,2,0,13.2,7.38647412505,17,0,4,11,4,5,8,2,2.53448915675,35,5.446,3.80834355476
6056,3,1,8,102,45.7843137255,5,44,19,8,2,0,4.57843137255,2.40641170979,5,1,1,12.75,7.806247498,27,1,7,20,1,5,10,2,1.36210117639,38,5.87236842105,2.85625766607
6057,3,3,9,145,44.0689655172,9,59,31,9,1,0,4.40689655172,2.26843237515,8,3,1,16.2222222222,7.92713732522,53,1,6,36,14,7,21,2,2.37541858385,58,5.80965517241,1.22332308443
6058,3,2,9,132,41.1363636364,7,46,18,7,0,0,4.11363636364,2.10650655874,6,3,1,14.6666666667,9.2616293263,39,1,3,22,4,4,11,1,2.68114734061,52,5.41865384615,0
6059,3,1,2,42,50.4761904762,6,21,15,2,1,1,5.04761904762,2.85377269295,1,1,1,21.0,12.0,4,0,0,2,0,0,3,0,0.702862790175,10,6.722,0
6060,3,1,3,57,39.649122807,3,15,6,0,0,0,3.9649122807,1.6471285868,2,2,1,19.0,14.1656862406,8,0,0,6,2,3,2,0,2.26586406455,28,5.57357142857,0
6061,3,3,8,251,43.1474103586,20,96,51,7,1,0,4.31474103586,2.09392975829,7,7,6,31.375,14.4476425413,84,0,7,65,15,9,31,0,3.44818852868,93,5.88032258065,2.44664616886
6062,3,1,6,84,41.1904761905,5,32,13,4,0,0,4.11904761905,2.10795831047,5,2,0,14.0,7.72442015084,14,1,2,4,3,2,6,1,1.97348792671,23,5.8547826087,0
6063,3,2,8,111,44.7747747748,7,46,19,5,0,0,4.47747747748,2.04871066703,6,2,0,13.875,7.1315759128,25,2,5,31,3,5,12,4,1.65807948525,44,6.06386363636,3.7737499794
6064,3,2,7,90,46.4444444444,5,36,23,8,3,2,4.64444444444,2.72858818954,5,1,0,13.2857142857,6.43015853424,38,3,7,25,6,0,11,2,1.13486404815,29,6.22793103448,3.7737499794
6065,3,2,10,110,45.5454545455,8,40,29,8,5,1,4.55454545455,2.72462896602,7,1,0,11.3,5.44150714417,19,0,3,15,2,1,9,1,1.66137424047,25,6.182,3.80834355476
6066,3,1,5,71,38.4507042254,5,23,9,2,0,0,3.84507042254,2.01173618921,4,2,1,14.2,8.72696969171,10,0,2,4,2,2,4,1,1.4216562961,21,6.33476190476,1.22332308443
6067,3,1,6,66,41.9696969697,1,19,10,2,2,1,4.19696969697,2.17835292026,3,0,0,11.0,6.21825270206,22,2,2,15,5,2,10,2,0.647552726043,27,5.49222222222,1.90417177738
6068,3,2,6,70,40.7142857143,3,19,9,2,1,1,4.07142857143,2.3239236472,4,1,0,11.6666666667,7.06320670014,20,1,4,12,5,6,9,0,1.25913386972,22,5.65818181818,0
6069,3,2,8,127,41.968503937,1,43,21,8,3,0,4.1968503937,2.24329466491,5,3,2,15.875,12.6731754111,45,2,3,28,10,9,12,2,1.93865508357,51,5.95588235294,0
6070,3,2,5,93,46.2365591398,6,40,24,6,1,0,4.62365591398,2.36787364938,4,3,1,18.6,12.3870900538,36,1,4,23,5,5,16,1,1.42387101291,38,5.98473684211,0.917492313324
6071,3,2,8,101,46.4356435644,5,46,27,7,3,0,4.64356435644,2.439607175,6,2,0,12.625,6.40190401365,23,1,3,19,5,5,8,1,1.45328747575,30,6.792,0.611661542216
6072,3,2,11,91,45.9340659341,6,41,22,4,1,0,4.59340659341,2.25081724406,4,0,0,8.54545454545,3.75048206268,13,1,5,9,1,2,7,0,2.15445401615,30,5.83033333333,5.71251533214
6073,3,2,12,167,44.9101796407,6,65,32,11,6,0,4.49101796407,2.38940498585,8,3,1,13.9166666667,8.01517657669,35,2,5,35,18,10,22,2,1.91983826981,68,5.94897058824,2.85625766607
6074,3,2,7,69,39.2753623188,5,19,6,1,0,0,3.92753623188,1.70050892538,3,1,0,9.85714285714,6.31163486696,18,0,4,12,4,7,6,2,0.826028007221,21,5.08666666667,0
6075,3,3,11,239,48.5774058577,29,116,61,18,11,1,4.85774058577,2.54799573558,10,6,6,21.9090909091,10.5697212955,4,0,0,2,2,1,2,0,4.15341368986,82,5.91634146341,1.83498462665
6076,3,2,14,198,43.3838383838,12,77,38,10,1,0,4.33838383838,2.15435844718,9,3,2,14.1428571429,9.65739644637,50,3,4,34,10,8,13,3,2.74387879445,66,5.81409090909,0
6077,3,1,6,95,45.0526315789,2,37,19,3,2,0,4.50526315789,2.04665624659,4,4,0,15.8333333333,8.76387788342,28,1,5,15,3,7,9,0,0.709455093926,35,5.70885714286,1.22332308443
6078,3,2,6,78,40.2564102564,2,24,13,4,0,0,4.02564102564,2.15608085393,4,1,0,13.0,7.39369100427,30,0,1,21,8,2,11,1,1.53031371471,26,6.04423076923,0.917492313324
6079,3,3,7,127,46.6929133858,10,56,34,7,1,0,4.66929133858,2.28540961599,5,3,2,18.2857142857,13.5932155947,6,0,1,4,0,1,0,0,1.74132545908,50,5.9042,1.52915385554
6080,3,2,9,117,45.641025641,11,44,25,7,3,1,4.5641025641,2.36856065483,8,1,0,13.1111111111,5.08689917434,10,1,1,7,0,1,3,1,2.29524226914,46,5.09760869565,2.85625766607
6081,3,2,5,41,48.2926829268,2,20,13,1,0,0,4.82926829268,2.20116377201,3,0,0,8.2,5.03587132481,17,0,3,15,0,1,5,0,0.301511933899,14,7.03571428571,0.611661542216
6082,3,1,4,71,43.8028169014,1,27,16,0,0,0,4.38028169014,1.97387361864,4,2,0,17.75,3.03108891325,16,0,2,15,3,3,10,2,0.709375612223,29,6.78206896552,4.0795807505
6083,3,1,3,33,44.2424242424,0,11,6,1,1,1,4.42424242424,2.41130544299,2,0,0,11.0,7.87400787401,13,1,2,8,3,1,3,0,0.444555243815,12,5.48166666667,0
6084,3,3,6,107,45.7943925234,6,48,21,7,2,1,4.57943925234,2.40297529089,5,3,2,17.8333333333,10.4628974105,10,0,3,5,1,1,5,1,3.53327514191,44,5.98045454545,4.72583586809
6085,3,3,8,215,45.023255814,11,87,39,13,4,1,4.5023255814,2.28541580626,7,6,4,27.0,17.48570845,20,3,5,15,6,7,9,0,5.24920988752,83,5.7434939759,3.80834355476
6086,3,1,4,84,40.5952380952,1,27,15,3,0,0,4.05952380952,2.09043253999,3,3,1,21.0,12.6688594593,21,0,5,13,4,4,7,2,1.59733803607,32,5.3546875,0
6087,3,2,7,78,42.3076923077,2,30,11,6,0,0,4.23076923077,2.10085373446,4,1,0,11.1428571429,6.28896020087,28,0,2,19,2,2,7,1,0.75068615609,28,6.07464285714,0.917492313324
6088,3,2,16,122,46.4754098361,13,49,25,6,3,1,4.64754098361,2.29955845976,4,0,0,7.625,4.09076704299,25,2,5,20,7,3,19,0,1.80097290805,50,5.5956,7.24166918768
6089,3,3,8,161,43.7888198758,12,62,30,12,3,2,4.37888198758,2.46207255016,6,4,3,20.375,14.0440156294,20,0,7,17,4,4,6,1,4.79900256065,58,5.76293103448,0
6090,3,1,5,87,40.5747126437,0,29,11,1,0,0,4.05747126437,1.81310681479,3,2,2,17.4,11.8591736643,30,1,3,15,5,11,12,3,1.41463045536,32,5.9253125,0
6091,3,3,8,132,45.6060606061,5,62,30,7,3,0,4.56060606061,2.36468152483,5,3,1,16.5,13.0575648572,48,1,6,40,8,7,17,2,2.25833870241,45,6.176,0.917492313324
6092,3,1,4,47,40.0,2,13,5,1,0,0,4.0,1.69397910772,2,1,0,11.75,8.72854512505,10,0,2,7,1,1,7,1,0.849475755204,17,5.92647058824,2.85625766607
6093,3,1,3,37,42.7027027027,2,14,7,0,0,0,4.27027027027,1.90975054579,1,1,1,12.3333333333,11.6714276,11,0,2,8,2,2,10,2,0.413704158121,11,5.43545454545,0.611661542216
6094,3,1,10,124,40.0,0,42,16,4,1,0,4.0,1.97957045517,6,3,0,12.4,6.65131565933,40,1,8,25,17,6,18,1,1.59972863118,44,5.25954545455,2.85625766607
6095,3,3,13,234,46.9658119658,15,100,64,17,6,1,4.69658119658,2.56541646759,12,6,3,18.1538461538,7.93091471925,40,0,4,30,7,3,20,0,3.6063566646,79,5.88924050633,6.93583841657
6096,3,2,11,110,45.4545454545,10,53,20,5,1,0,4.54545454545,2.05714848352,6,2,0,10.0,8.55994902279,22,1,2,16,4,2,15,1,3.33354524357,55,5.99327272727,0.917492313324
6097,3,1,2,41,41.2195121951,2,12,7,4,0,0,4.12195121951,2.18168652596,1,1,1,20.5,20.5,15,0,3,8,4,0,8,1,0.645385924722,16,5.78625,2.85625766607
6098,3,3,10,132,44.8484848485,10,51,24,9,1,0,4.48484848485,2.22231860382,7,2,1,13.4,7.3511903798,18,0,3,14,6,6,7,0,1.66467859905,45,5.70955555556,0
6099,3,1,3,53,42.641509434,6,20,7,0,0,0,4.2641509434,1.75577008522,2,1,1,18.0,12.0830459736,0,0,0,0,0,0,0,0,0.460418005479,24,5.85416666667,0
6100,3,2,8,175,44.8571428571,11,70,31,12,0,0,4.48571428571,2.08403108184,7,5,4,22.125,11.8367806012,10,0,2,7,2,1,3,0,1.783959993,78,6.2291025641,1.22332308443
6101,3,2,7,111,46.4864864865,9,47,32,6,1,0,4.64864864865,2.30670425518,4,3,2,15.8571428571,12.1117247967,33,1,3,28,7,3,12,2,1.62436828748,34,6.46382352941,1.52915385554
6102,3,2,8,139,41.9424460432,5,51,21,5,1,0,4.19424460432,2.04258183396,6,4,1,17.375,8.45484328654,25,1,2,17,12,9,21,4,1.82973191914,54,5.30796296296,6.93583841657
6103,3,2,10,153,43.137254902,8,55,30,10,1,0,4.3137254902,2.21083036388,8,3,1,15.3,8.9,28,2,4,10,3,0,9,1,2.30709569978,53,6.16886792453,5.71251533214
6104,3,1,3,38,46.5789473684,4,19,8,2,1,0,4.65789473684,2.19675824783,2,1,0,12.6666666667,10.2089285541,7,1,2,5,1,4,4,0,0.607520340625,16,6.255,0
6105,3,3,18,232,44.8706896552,6,101,51,7,2,0,4.48706896552,2.04279030682,11,4,0,12.8888888889,6.59030338948,72,2,17,63,13,12,37,2,4.52809567042,100,5.7237,1.52915385554
6106,3,1,8,80,45.625,9,35,16,7,2,1,4.5625,2.3858430031,4,0,0,10.0,4.58257569496,13,0,2,5,5,2,7,1,1.36569895538,25,5.5028,0
6107,3,2,9,143,44.8951048951,17,58,27,6,2,1,4.48951048951,2.16524120527,6,4,2,16.0,8.81917103688,16,0,4,11,3,3,7,0,2.79434891778,59,5.90457627119,0.917492313324
6108,3,1,4,66,41.6666666667,7,26,13,1,0,0,4.16666666667,1.96573206824,1,1,1,16.5,19.6150452459,22,1,2,24,6,0,11,1,1.63326512213,23,7.33434782609,1.22332308443
6109,3,2,4,133,38.045112782,9,30,19,2,2,0,3.8045112782,2.03923131171,2,2,1,33.25,39.0024037721,15,0,0,12,3,2,1,1,4.15203327331,36,6.20055555556,0
6110,3,2,9,108,45.8333333333,6,43,29,3,1,0,4.58333333333,2.31260261202,4,2,0,12.0,6.96020433927,24,2,1,16,2,2,12,0,2.32853384938,45,6.12844444444,1.22332308443
6111,3,2,8,112,46.3392857143,9,47,26,11,3,1,4.63392857143,2.65423522082,7,2,0,14.25,6.27992834354,14,1,2,8,7,3,10,1,1.59905416478,36,5.89888888889,2.85625766607
6112,3,1,4,83,39.2771084337,4,24,11,2,0,0,3.92771084337,1.78601021854,4,3,1,20.75,5.35607132141,26,0,2,17,2,1,6,0,2.4302074134,24,5.51583333333,5.71251533214
6113,3,3,9,154,45.2597402597,5,58,41,14,3,1,4.52597402597,2.57234678831,7,4,1,17.1111111111,8.30588070712,47,0,9,26,4,9,12,2,2.55586438339,48,6.4575,9.75750250728
6114,3,1,3,28,45.0,2,11,7,3,0,0,4.5,2.45703826528,1,1,0,9.33333333333,7.76029781788,9,1,1,9,1,1,5,1,0.412005975442,11,5.74,0
6115,3,2,4,51,41.7647058824,0,21,7,0,0,0,4.17647058824,1.84071597323,2,1,1,12.75,9.73075022801,20,1,1,10,4,6,6,1,1.15006147283,19,5.75947368421,0
6116,3,2,9,154,40.9090909091,10,49,29,9,2,1,4.09090909091,2.29624198915,7,2,2,17.2222222222,11.9701274269,23,0,2,11,3,3,6,1,3.00156598609,45,5.92222222222,5.71251533214
6117,3,1,12,125,43.52,2,48,27,5,0,0,4.352,2.04488346541,5,2,0,10.4166666667,6.25111101236,39,1,8,25,6,4,15,2,1.75000763822,49,5.80795918367,1.22332308443
6118,3,3,15,161,41.8633540373,6,62,26,3,0,0,4.18633540373,2.01619991861,6,2,0,10.9333333333,5.73255808712,33,3,9,17,12,2,19,2,3.37181610786,55,5.66818181818,3.80834355476
